Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Altallama,New Quantity Altallama,Stock Alert Enabled Altallama,Stock Alert Count Altallama,Tax - Impuesto escolar (4%),Tax - impuesto ventas (21%)
6NPVRL6U47EDEMSVLOKFQUNU,CANSON_XL SAND GRAIN_A3_CUADERNO,,,,3460936,Material artístico de calidad para uso profesional y educativo.,"Blocs y Cuadernos, Blocs y Cuadernos > Blocs de dibujo y sketching",Blocs y Cuadernos,,,,3148950028396,,Physical good,,,,N,N,N,Y,16.70,,N,,N,,N,,,3,,,,N,Y
LPIBJ554LZ3LARAS6EP32IRB,CANSON_XL SAND GRAIN_A4_CUADERNO,,,,821777B,Bloc de dibujo con papel de calidad para bocetos y técnicas artísticas variadas.,"Blocs y Cuadernos, Blocs y Cuadernos > Blocs de dibujo y sketching",Blocs y Cuadernos,,,,3148950028389,,Physical good,,,,N,N,N,Y,9.95,,N,,N,,N,,,2,,,,N,Y
B5YO6LR5O4ZHEZZGPPJSD4EL,CARAN D'ACHE _ GRAFCUBE _ 3b,,Normal,,933870E,,"Lápices y Grafito, Lápices y Grafito > Barras y minas de grafito",Lápices y Grafito,,,,,,Physical good,,,,,,,Y,6.20,,N,,N,,N,,,26,,,,N,Y
QBSQPUPQ7TO5SR6OZDBN2GNF,CARAN D'ACHE_GRAFWOOD_3H,,Normal,,Y289613,,"Lápices y Grafito, Lápices y Grafito > Lápices de grafito",Lápices y Grafito,,,,7610186023491,,Physical good,,,,,,,Y,2.00,,N,,,,,,,0,,,,N,Y
QSOVJJMWQ46PF3ODOXDV7WBK,CARAN D'ACHE_LAPIZ PABLO_AZUL JEAN_666155,,,,505696F,Lápiz de grafito de alta calidad para dibujo técnico y artístico.,"Lápices y Grafito, Lápices y Grafito > Lápices de color",Lápices y Grafito,,,,,,Physical good,,,,N,N,N,Y,3.80,,N,,N,,N,,,1,,,,N,Y
HJGBFXJKCYVIZWPO7R72N3GU,CARAN D'ACHE_LAPIZ PABLO_AZUL MARINO_666169,,,,459724M,Lápiz de grafito de alta calidad para dibujo técnico y artístico.,"Lápices y Grafito, Lápices y Grafito > Lápices de color",Lápices y Grafito,,,,,,Physical good,,,,N,N,N,Y,3.80,,N,,N,,N,,,1,,,,N,Y
SSBVU3BVOTEV3FXPSO6IDVXB,CARAN D'ACHE_LAPIZ PABLO_AZUL PRUSIA_666159,,,,Q944649,Lápiz de grafito de alta calidad para dibujo técnico y artístico.,"Lápices y Grafito, Lápices y Grafito > Lápices de color",Lápices y Grafito,,,,,,Physical good,,,,N,N,N,Y,3.80,,N,,N,,N,,,2,,,,N,Y
2B4OOQSPJIQ4XM3EEBRIHCN6,CARAN D'ACHE_LAPIZ PABLO_GRIS AZUL_666145,,,,T453467,Lápiz de grafito de alta calidad para dibujo técnico y artístico.,"Lápices y Grafito, Lápices y Grafito > Lápices de color",Lápices y Grafito,,,,,,Physical good,,,,N,N,N,Y,3.80,,N,,N,,N,,,-1,,,,N,Y
TATTEKWW2AJZWR7KPK3J7BZS,CARAN D'ACHE_LAPIZ PABLO_MARRON OCRE_666037,,,,332200J,"Lápiz de calidad para dibujo, escritura y técnicas artísticas.","Lápices y Grafito, Lápices y Grafito > Lápices de color",Lápices y Grafito,,,,,,Physical good,,,,N,N,N,Y,3.80,,N,,N,,N,,,4,,,,N,Y
NJLWBLCI6RCF565OJWR4R5F7,CARAN D'ACHE_LAPIZ PABLO_VERDE OCRE_666025,,,,1980772,Lápiz de grafito de alta calidad para dibujo técnico y artístico.,"Lápices y Grafito, Lápices y Grafito > Lápices de color",Lápices y Grafito,,,,,,Physical good,,,,N,N,N,Y,3.80,,N,,N,,N,,,1,,,,N,Y
FGOW5INSX4JBPUYNKMALZ7XE,CARAN D'ACHE_TECHNALO_3B,,Estándar,,641904Z,,"Lápices y Grafito, Lápices y Grafito > Lápices de grafito",Lápices y Grafito,,,,7610186842696,,Physical good,,,,,,,Y,2.50,,N,,N,,N,,,0,,,,N,Y
SH3RPB2CTCG2SQF6J77E3IKY,CARAN D'ACHE_TECHNALO_B,,Estándar,,4059281,,"Lápices y Grafito, Lápices y Grafito > Lápices de grafito",Lápices y Grafito,,,,7610186842689,,Physical good,,,,N,N,N,Y,2.50,,N,,N,,N,,,4,,,,N,Y
2R2EOZ2XBPSI42HP4HBMVJGH,CARAN D'ACHE_TECHNALO_hB,,Estándar,,8388994,,"Lápices y Grafito, Lápices y Grafito > Lápices de grafito",Lápices y Grafito,,,,7610186842672,,Physical good,,,,N,N,N,Y,2.50,,N,,N,,N,,,12,,,,N,Y
ZEQFZGBHF34DJQNH6YLGB6SM,CARIOCA_ROTULADOR_AZUL,,,,2983839,"Rotulador de calidad para uso artístico, dibujo e ilustración.","Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores de colores",Rotuladores y Marcadores,,,,,,Physical good,,,,N,N,N,Y,0.50,,N,,N,,N,,,32,,,,N,Y
ZHBLAOEKADY3I53T52FHL6OD,CARIOCA_ROTULADOR_NEGRO,,,,196883D,"Rotulador de punta redonda con tinta intensa para dibujo, ilustración y rotulación.","Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores de colores",Rotuladores y Marcadores,,,,,,Physical good,,,,N,N,N,Y,0.50,,N,,N,,N,,,2,,,,N,Y
66D7YKDNRGKD5Q4RU7VLIQP3,CARIOCA_ROTULADOR_ROJO,,,,H462043,"Rotulador de calidad para uso artístico, dibujo e ilustración.","Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores de colores",Rotuladores y Marcadores,,,,,,Physical good,,,,N,N,N,Y,0.50,,N,,N,,N,,,32,,,,N,Y
6GPVYR6XWSGALBNIVFJDVER7,CARPETA_CARTÓN A4_AZUL,,Normal,,2719506,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Material de Oficina y Estudio, Material de Oficina y Estudio > Carpetas y fundas",Material de Oficina y Estudio,,,,,,Physical good,,,,N,N,N,Y,0.20,,N,,N,,N,,,67,,,,N,Y
6ZILFOOOZNBHV722PRAYVZOO,CARPETA_CARTÓN A4_ROJO,,Normal,,R492231,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Material de Oficina y Estudio, Material de Oficina y Estudio > Carpetas y fundas",Material de Oficina y Estudio,,,,,,Physical good,,,,N,N,N,Y,1.00,,N,,N,,N,,,1,,,,N,Y
5MTV4BC55F3EOH7IAXAI6GQD,CARTON CONTRACOLADO_1.25MM_105X75CM,,,,6029939,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes, Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,3.35,,N,,N,,N,,,38,,,,N,Y
F4Y4K3SOC2O74DZ467ETXIXE,CARTON CONTRACOLADO_1MM_105X75CM,,,,391221Z,Material artístico de calidad para uso profesional y educativo.,"Papel y Soportes, Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,1.70,,N,,N,,N,,,2,,,,N,Y
SD4ZI6JCO6XADDFQE7RORC6N,CARTON CONTRACOLADO_1MM_50X75CM,,Normal,,R755712,,Papel y Soportes > Carton,Papel y Soportes > Carton,,,,,visible,Physical good,,,,N,N,N,Y,3.20,,N,,N,,N,,,12,,,,N,Y
2II6B2QDKMGRACSF2KAOVFLH,CARTON CONTRACOLADO_2MM_105X75CM,,,,K361182,Material artístico de calidad para uso profesional y educativo.,"Papel y Soportes, Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,5.00,,N,,N,,N,,,90,,,,N,Y
LMT5QIGTRJDHQ4ZJMANVJ4QR,CARTON CONTRACOLADO_2MM_50X75CM,,Normal,,3833855,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes, Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,visible,Physical good,,,,N,N,N,Y,2.80,,N,,N,,N,,,5,,,,N,Y
BG5TW3BUU227J5Y6USPSKRZQ,CARTON DE PATRONES_105X75_Kraft Liner 300g,,Normal,,Q357729,,Papel y Soportes > Carton,Papel y Soportes > Carton,,,,,visible,Physical good,,,,N,N,N,Y,1.60,,N,,N,,N,,,30,,,,N,Y
6466ZQ5OL6IFJM2HJO3GEPFK,CARTON FINLANDES_105X75_Pankaster 610g,,,,6263333,Material artístico de calidad para uso profesional y educativo.,"Papel y Soportes, Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,3.30,,N,,N,,N,,,111,,,,N,Y
22WK3DR74WX4N6FAVWFSJAPX,CARTON ONDULADO_105X75_C3 Cuero Cuero 307,,Normal,,3171693,,Papel y Soportes > Carton,Papel y Soportes > Carton,,,,,visible,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,28,,,,N,Y
4ZCKPE3JFATE2JKAIROJP6JY,CARTON PLUMA_1CM_100X70,,Normal,,L601671,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes, Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,13.30,,N,,N,,N,,,39,,,,N,Y
FZFW7QX5B5NSUSXG3RQMIMTF,CARTON PLUMA_1CM_50X70,,Normal,,635701Z,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes, Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,7.80,,N,,N,,N,,,2,,,,N,Y
VL3ZBO7ZRFQEGIQKXEPU7NLQ,CARTON PLUMA_2MM_50X70,,Normal,,Z557380,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,unavailable,Physical good,,,,N,N,N,Y,4.20,,N,,N,,N,,,17,,,,N,Y
QMWNSNKIUYWJGCGQDNZZJ26D,CARTON PLUMA_3MM_100X70,,Normal,,R777616,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,N,N,N,Y,7.15,,N,,N,,N,,,35,,,,N,Y
OZUBBBUZHCJS2TS52RRUT5SX,CARTON PLUMA_3MM_100X70_NEGRO,,Normal,,H468719,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,,Physical good,,,,N,N,N,Y,12.10,,N,,N,,N,,,33,,,,N,Y
SZYDDJV7VJD4DR33CGSPDMGY,CARTON PLUMA_3MM_50X70,,Normal,,P764100,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,,,,Y,4.30,,N,,N,,N,,,20,,,,N,Y
FCEDUCOBFC4KMRLVYOJ7RO6T,CARTON PLUMA_3MM_50X70_NEGRO,,Normal,,811748T,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,,Physical good,,,,N,N,N,Y,6.40,,N,,N,,N,,,23,,,,N,Y
5S2CYJ24PFV46DXHSTMD2PFJ,CARTON PLUMA_3MM_A3,,Normal,,8075265,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,,,,Y,1.75,,N,,N,,N,,,1,,,,N,Y
GNA5RMJQTFJJFTMI3GCLXB77,CARTON PLUMA_3MM_A4,,Normal,,176407W,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,N,N,N,Y,1.00,,N,,N,,N,,,12,,,,N,Y
W5YV7QV4WGYHK24SILAFET33,CARTON PLUMA_5MM_100X70,,Normal,,710690S,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,,,,Y,8.30,,N,,N,,N,,,29,,,,N,Y
HAH67QJ35K7MUR4LL5CWMX4K,CARTON PLUMA_5MM_100X70_NEGRO,,Normal,,W239053,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,N,N,N,Y,13.30,,N,,N,,N,,,5,,,,N,Y
AKM7EDGE3B5DICUFJN3B24AR,CARTON PLUMA_5MM_50X70,,Normal,,234594J,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,N,N,N,Y,5.00,,N,,N,,N,,,21,,,,N,Y
32U4L7M2PKRO43L6CXCWX7NQ,CARTON PLUMA_5MM_50X70_NEGRO,,Normal,,868136J,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,,Physical good,,,,N,N,N,Y,6.80,,N,,N,,N,,,4,,,,N,Y
4LKK5KC6YOGAHBBIIJF26MR6,CARTON PLUMA_5MM_A3,,Normal,,326001X,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,,,,Y,2.10,,N,,N,,N,,,1,,,,N,Y
YPKNTGYJEROJ2P2VKNS7QSSZ,CARTON PLUMA_5MM_A3_NEGRO,,Normal,,998100J,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,N,N,N,Y,3.00,,N,,N,,N,,,10,,,,N,Y
5SW5WY7J5UQC46UTMOR777QA,CARTON PLUMA_5MM_A4,,Normal,,570079Q,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,,,,Y,1.30,,N,,N,,N,,,12,,,,N,Y
CVFWYTH7NLXIYIHBGTJ7M4LQ,CARTON PLUMA_5MM_A4_NEGRO,,Normal,,2691141,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,N,N,N,Y,1.55,,N,,N,,N,,,43,,,,N,Y
XOSCS72EIQDZ722LPLHK6WQ6,CARTON PLUMA_5MM_KRAFT,,Normal,,N886532,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón > Carton Pluma",Papel y Soportes > Cartulinas y cartón > Carton Pluma,,,,,visible,Physical good,,,,,,,Y,5.20,,N,,N,,N,,,26,,,,N,Y
755BYY72HEXYHBO6WUJQ6URO,CARTÓN MICROCANAL_105X75_Formato Micro Cuero 225g,,,,L183489,Cartón de alta resistencia para soporte artístico y montaje de obras.,"Papel y Soportes, Papel y Soportes > Carton, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,2.30,,N,,N,,N,,,14,,,,N,Y
6LSD37SERUUQQY525X6KLFAC,CASTELL_PORTAMINAS_0.5,,,,7098483,Material artístico de calidad para uso profesional y educativo.,"Material de Escritura, Material de Escritura > Bolígrafos",Material de Escritura,,,,4005401000075,visible,Physical good,,,,,,,Y,5.35,,N,,N,,N,,,9,,,,N,Y
IORVXOB32IIKIBVB7IUKQDQQ,CASTELL_PORTAMINAS_0.7,,,,5793334,Material artístico de calidad para uso profesional y educativo.,"Material de Escritura, Material de Escritura > Bolígrafos",Material de Escritura,,,,,visible,Physical good,,,,,,,Y,5.00,,N,,N,,N,,,12,,,,N,Y
IMWVFR7FGSSSK2DM4HQPPL5F,CASTELL_PORTAMINAS_1,,,,N323091,Material artístico de calidad para uso profesional y educativo.,"Lápices y Grafito, Lápices y Grafito > Lápices de grafito",Lápices y Grafito,,,,4005401000099,,Physical good,,,,,,,Y,5.85,,N,,N,,N,,,10,,,,N,Y
U7E6RBVNP46WCBNTKIAO2IAX,CDA Lápiz Azul No reproducible,,Normal,,803417V,,Lápices y Grafito,Lápices y Grafito,,,,7630002316682,,Physical good,,,,,,,Y,9.80,,N,,,,,,,1,,,,N,Y
GDC5E7D5I4XJLSBF3TX6CLYQ,CHARBONNEL_  Tinta grabaDO  SANGUINE 200ML,,,,E642361,Material artístico de calidad para uso profesional y educativo.,"Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643016052,,Physical good,,,,,,,Y,24.75,,N,,N,,N,,,1,,,,N,Y
2HSWL46DCP2TPWVGMRPHTPOF,CHARBONNEL_BARNIZ BOLA_NEGRO_DUR,,,,521447G,Barniz protector para acabado y conservación de obras artísticas.,"Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado",Grabado y Serigrafía,,,,3013643016359,,Physical good,,,,N,N,N,Y,11.85,,N,,N,,N,,,3,,,,N,Y
B7FOXQAFF3WY7TJLL3UD7GW5,CHARBONNEL_BARNIZ BOLA_NEGRO_SOFT,,,,S880404,,,,,,,3013643016366,,Physical good,,,,N,N,N,Y,11.85,,N,,N,,N,,,2,,,,N,Y
VQXLZSBNUD6QHTYNJF4FSKGH,CHARBONNEL_BARNIZ NEGRO_L'AMOUR_SATINADO_250ML,,,,8633407,Barniz protector para acabado y conservación de obras artísticas.,"Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado",Grabado y Serigrafía,,,,3013643016427,,Physical good,,,,,,,Y,32.05,,N,,N,,N,,,1,,,,N,Y
MFIIZ7YU6MQPBF5GKYXWS747,CHARBONNEL_BARNIZ NEGRO_L'AMOUR_SATINADO_75ML,,,,373222V,Barniz artístico de calidad para la protección y conservación de obras pintadas.,"Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado",Grabado y Serigrafía,,,,3013643016410,visible,Physical good,,,,,,,Y,12.90,,N,,N,,N,,,1,,,,N,Y
X37UGIR46EEYJTZQXQAOQQTE,CHARBONNEL_MIXTIÓN PARA DORADO,,Normal,,P519161,,Dorado y Efectos Especiales > Dorado,Dorado y Efectos Especiales > Dorado,,,,3013643323679,,Physical good,,,,,,,Y,11.50,,N,,N,,N,,,1,,,,N,Y
RC2YVC6MOKKIWOGCK57XSXKL,CHARBONNEL_Papel Lana para técnica seca,,,,Y426976,"Papel de dibujo de calidad para bocetos, técnica y uso artístico general.","Papel y Soportes, Papel y Soportes > Papel para grabado",Papel y Soportes,,,,,,Physical good,,,,,,,Y,1.80,,N,,N,,N,,,0,,,,N,Y
VTSDYG24JAK3MRXO6PV75Y6M,CHARBONNEL_TINTA AL ACEITE_S.1_gris De payne,,Normal,,5671707,,Tinta y Dibujo Técnico > Tinta para grabado,Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015611,visible,Physical good,,,,N,N,N,Y,16.00,,N,,N,,N,,,,,,,N,Y
PWQWX73CFUNEMN3IJY5ZNRAP,CHARBONNEL_TINTA AL ACEITE_S.2_BURNT UMBER,,Normal,,5331496,,Tinta y Dibujo Técnico > Tinta para grabado,Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015529,,Physical good,,,,,,,Y,18.40,,N,,N,,N,,,1,,,,N,Y
UARBEPCPKLVXGDJ3KMIEX5XY,CHARBONNEL_TINTA AL ACEITE_S.2_COVERING WHITE R.S,,Normal,,8386685,,Tinta y Dibujo Técnico > Tinta para grabado,Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015697,,Physical good,,,,N,N,N,Y,18.40,,N,,N,,N,,,0,,,,N,Y
SMZQFA43NHAE7YZ34LSB3VZY,CHARBONNEL_TINTA AL ACEITE_S.2_NEGRA~55981,,Normal,,Y835426,,Tinta y Dibujo Técnico > Tinta para grabado,Tinta y Dibujo Técnico > Tinta para grabado,,,,13013643015670,,Physical good,,,,,,,Y,18.40,,N,,N,,N,,,3,,,,N,Y
7Q4GBJCQAO4H3WK2D7TLGOI4,CHARBONNEL_TINTA AL ACEITE_S.2_Raw Siena,,Normal,,N883534,,Tinta y Dibujo Técnico > Tinta para grabado,Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015512,visible,Physical good,,,,,,,Y,18.40,,N,,N,,N,,,1,,,,N,Y
3AOB4BSX2S25PTTHMLQIQCHK,CHARBONNEL_TINTA AL ACEITE_S.2_TIERRA SOMBRA NATURAL,,Normal,,6430753,,Tinta y Dibujo Técnico > Tinta para grabado,Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015598,,Physical good,,,,N,N,N,Y,18.40,,N,,N,,N,,,1,,,,N,Y
FEJUMB6HMHQG3662PUSFYOYJ,CHARBONNEL_TINTA AL ACEITE_S.4_ROJO GERANIO,,Normal,,G835302,,Tinta y Dibujo Técnico > Tinta para grabado,Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015321,visible,Physical good,,,,,,,Y,28.50,,N,,N,,N,,,0,,,,N,Y
Q33L6LR2GH6QA5YISWOMORPK,CHARBONNEL_TINTA AL ACEITE_S.4_verde vejiga,,Normal,,5358907,,Tinta y Dibujo Técnico > Tinta para grabado,Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015475,,Physical good,,,,,,,Y,28.50,,N,,N,,N,,,1,,,,N,Y
VN5HT2YXEGZCTFQAJV3W5MH4,CHARBONNEL_TINTA CALIGO_AL AGUA_NEGRA_250G,,Normal,,7382273,"Tinta artística de calidad para dibujo, caligrafía e ilustración.","Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,5060224400197,visible,Physical good,,,,,,,Y,27.60,,N,,N,,N,,,2,,,,N,Y
2GE5XZ4TJNWHRRRVDRVUFQ7V,CHARBONNEL_TINTA LITOGRÁFICA LÍQUIDA,,Normal,,385495P,"Tinta artística de calidad para dibujo, caligrafía e ilustración.","Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643321736,,Physical good,,,,,,,Y,7.95,,N,,N,,N,,,1,,,,N,Y
2C3F7WNK7VGOLPDUIIM7PGAI,CHARBONNEL_TINTALACEITE_Oro_60ml,,Normal,,372899J,"Tinta artística de calidad para dibujo, caligrafía e ilustración.","Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015628,,Physical good,,,,,,,Y,21.50,,N,,,,,,,1,,,,N,Y
23UWE22DTATHYUPNTYVLJF6V,CHARBONNEL_TINTALINOGRABADO_60ml_azulultramar,,Normal,,J131205,"Tinta artística de calidad para dibujo, caligrafía e ilustración.","Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643014959,,Physical good,,,,,,,Y,10.30,,N,,,,,,,1,,,,N,Y
ZRVFEHNXDTIYQLBBAKPYMNLA,CHARBONNEL_Tinta Al aceite_plata_60ml,,Normal,,D147257,,Tinta y Dibujo Técnico > Tinta para grabado,Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015635,,Physical good,,,,,,,Y,20.50,,N,,,,,,,1,,,,N,Y
D4CNYMXTKAMEHY4WUP6IWJHD,CHARBONNEL_Tinta grabado Aquawash 60ml S.1_CARBONE BLACK,,,,818402G,"Tinta artística de calidad para dibujo, caligrafía e ilustración.","Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores de colores, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015090,,Physical good,,,,N,N,N,Y,14.70,,N,,N,,N,,,,,,,N,Y
W2L2PZ6AAEL35YVZA3GOAYQW,CHARBONNEL_Tinta grabado Aquawash 60ml S.1_NEGRO CARBÓN,,,,285626A,"Tinta artística de calidad para dibujo, caligrafía e ilustración.","Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643015093,visible,Physical good,,,,,,,Y,14.70,,N,,N,,N,,,3,,,,N,Y
PCDUOH6HSKI2VHVK2AHI7EYY,CHARBONNEL_Tinta grabado Aquawash 60ml S.1_ULTRAMARINE BLEU,,,,1318846,"Tinta artística de calidad para dibujo, caligrafía e ilustración.","Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores de colores, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643014956,,Physical good,,,,N,N,N,Y,12.75,,N,,N,,N,,,1,,,,N,Y
3JZFLITRMCJSGZFPO3SCBLWW,CHARBONNEL_Tinta grabado Aquawash 60ml S.2_VIRIDIAN,,,,546463J,"Tinta artística de calidad para dibujo, caligrafía e ilustración.","Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643014987,,Physical good,,,,,,,Y,13.00,,N,,N,,N,,,7,,,,N,Y
IGDKNY6SMOZCVK7EV7KBK5K6,CHARBONNEL_Tinta grabado Aquawash 60ml S.3_AMARILLO PRIMARIO,,,,T035861,Material artístico de calidad para uso profesional y educativo.,"Grabado y Serigrafía, Grabado y Serigrafía > Tintas para grabado, Tinta y Dibujo Técnico > Tinta para grabado",Tinta y Dibujo Técnico > Tinta para grabado,,,,3013643014904,,Physical good,,,,,,,Y,15.25,,N,,N,,N,,,3,,,,N,Y
